"uuid","magical_power","level","networth"
"12888a8155f542ee9ae116da1359f617",724,191.04,"13191380337.14"
"12890f580c8a4f7e9a06701e93f4cae7",476,189.41,"1428865393.59"
"12896efd29f0496c8eb78c3d70c83d3e",1749,410.23,"47992450274.41"
"128a7ba51035459883f716c284900f7a",380,82.95,"512788159.13"
"128d0bf08031474ea21e10d678ced7b6",471,161.18,"2152143337.22"
"1294e2a5b89444de9a666c81a3044d48",1326,267.36,"19717729446.77"
"1295de05dd104867b5fa12105bb49353",917,284.28,"6773284756.70"
"1296edd90a544d85876bdce489c3aac5",840,180.69,"3306399000.26"
"129811733b024b0d8c3aed23415ba228",489,121.27,"2354417574.54"
"12987e23cfeb451e9f48593e898755ed",330,94.12,"420194608.65"
"129b93eb88da4a34a5f59d87130afb70",1195,400.62,"31261854102.39"
"129f0f3058c742b094a7887f79ba32b8",558,173.81,"1353198978.81"
"129fe5c8ee58487190e6219e161f4845",945,314.13,"8329839254.85"
"129ff16c3354412a8d4bec989b59d5b1",1134,348.87,"16600168540.49"
"12a061c5cdc54bbfbaa430606209567f",885,210.55,"3396538022.13"
"12a242f392d54e1086b6d9a98fcaa317",447,89.37,"421243795.79"
"12a7a65024714188986c9b7292531192",1109,270.80,"23615905564.42"
"12a95a2b30024d448b65807cb8a9dd25",723,165.63,"1652067930.35"
"12ae04c46e9a49ec92daa4106eb2a2b5",1300,265.36,"18024316896.42"
"12ae6d32ec404c07bf90ac9e4a5fa71e",680,214.49,"2504995138.23"
"12aef0ef7730402dac6f2bace2bf4adb",1558,440.00,"50495566574.01"
"12af86a867b047b1a93db121b57d2bbd",1407,364.94,"66882038683.64"
"12b4455f4b6543698f90019e6b5e2bef",34,13.57,"1904461.58"
"12b9cb3f3661450180f986837bb85c47",927,284.85,"9080478064.87"
"12bb28bd1f454f27be5a77550de60553",670,275.30,"9170841849.30"
"12c058f4fdee4c97a5671b2b53791208",1522,349.64,"12456316049.16"
"12c2d5d41c6c458aaec3264b042caa8b",1249,257.64,"14196666759.63"
"12c3fce9d2b344f796d63ef795f764f3",910,164.12,"3242518678.11"
"12c9198eee274ff4b2729b2dcc2a20ec",143,61.21,"145238244.78"
"12cbd9a305ce44b5ac96ed1332cd53d1",1225,269.24,"12065290748.36"
"12ce2d551fed406e9d21b50740bd6dc0",752,328.23,"12608072248.40"
"12ce41b3a9634e94a154d190a90e9bf5",1428,336.14,"29240694829.42"
"12cf4be9fe214540b3eaf3796432c9c3",1181,364.18,"18214402815.94"
"12cf987c7a1240fda5b255b2428f3cb5",768,256.04,"4932947780.17"
"12d0ee3a5d8d4f26a1dd718bc4a61a79",918,129.41,"4384974428.47"
"12d4bb2c38674048abec06841b128e3d",621,248.76,"2683891659.98"
"12d523f6b148499b8af8eaf6269d3805",279,109.49,"457374082.31"
"12d627aa5c6d4963a7f5fac192582fc9",958,304.72,"13139389836.39"
"12d62e1545e04b9e8d168f13ab2bbe70",873,274.91,"4067613504.94"
"12d681c912214b6eb85d0f1730a06e48",1288,393.73,"31018309147.72"
"12dda1e53fb94a0187833c6664d32d5a",1272,370.30,"18329954818.33"
"12e09e3115de4d69b3595e285c69ec31",463,164.37,"448361211.81"
"12e141b8ae59471999242d5580587d75",250,100.73,"335201372.13"
"12e5fd7da4fc481e93b6242611fe9a7c",303,85.24,"352800011.53"
"12e724f029fb4b53a0417bcacfddf822",572,119.11,"3095993417.00"
"12e7d8cfb97745a7b7be3e21cc189ba5",1116,281.59,"12073278353.18"
"12e838d0b47c4d7898376575018a9cbc",352,127.08,"934972650.60"
"12e9a5e536d74a00b1226d88f1b231e7",1385,325.20,"11133724377.30"
"12ea9148144a4978bf65f6456bdb6f95",797,230.31,"2712338062.20"
"12ed5f9c0c5744658bcfa1e668f0a329",820,218.76,"3708699289.59"
"12ed60389b834982885ba6180ba5ee9d",1201,229.64,"19209978745.65"
"12f180ece006487092fa7dda7f0a62b3",675,152.19,"1744183640.28"
"12f2541275954ffe8dde5c85271971cc",1543,407.74,"44636370614.95"
"12f5f38caa2d428898c8b83054ece4bc",506,120.43,"332653988.15"
"12f66a9a37f44e9a81d8f2a55eb36590",1599,368.71,"39851791381.32"
"12f7c659147747f7b744cd29a1f427f3",833,277.10,"6322327559.24"
"12fcb7c186a94c8399210f04ff79ba26",1083,257.72,"11811861724.90"
"130285a70382422f996e552b569a09f3",197,76.33,"414744952.01"
"130421e9a36b4fa0a60060c95e852658",264,98.40,"213954354.60"
"1304a803e32c4a25b6ceb83979e985f5",827,239.61,"6132934085.63"
"1304f3bfc2224bf4bba73a1c6e66b0f0",410,162.40,"1065319088.59"
"13076fc990ad45ba93044518d7d4f758",392,101.37,"122235996.00"
"1308374095904223be946906371df354",875,287.24,"8301882679.73"
"1312926b46224536948e38dd7dcdd266",483,177.27,"1363818865.82"
"131695a9b3384eddb585b50f0c6ab805",367,105.83,"561742463.83"
"131bcb30558a48b185379f9a05296096",875,259.92,"4587862223.91"
"131c8366c35448bfb215126e06ed0579",830,184.12,"6422815137.57"
"131d1cd2242c4bc79093332df3b9192e",1497,408.78,"42584620975.99"
"132090de21f746048c02875c520fd023",836,96.13,"10790569975.53"
"13242ce643ac4c38a493d3988f7f3090",667,193.40,"1327400973.25"
"1324740149e54a448d57b07b4b38e648",56,37.59,"43619424.77"
"132541ec28dc45c7b7d36d8e5c197edc",1173,375.02,"10932450845.07"
"1326fbcef4164f0faaa063b0849e4c0a",939,222.46,"6313820610.25"
"13274539da5c4e6bae3d2cc02161cd7b",1129,196.16,"11672131169.50"
"13284ce38eb94cfab4fb7f6d0df2f805",1154,309.33,"10718000555.61"
"13294f821d1741718aa8664310d94f5c",229,121.25,"440456622.05"
"1329c721bb074069badc1a9b64b42a78",691,251.23,"5055948178.93"
"132a070bb5994715bc560c1bc388967c",454,120.02,"393060682.69"
"132ae4a6f1034b7d8633f28f169b69b6",508,193.09,"1312410058.12"
"132b80a9c7f142e6bfcc08478db60dd5",1574,425.18,"27083240912.57"
"132d24c473754090b8ebff9e5bab30c7",484,133.89,"776212721.29"
"132e7ea6466c4aa9afb520095f4ace8c",1003,345.12,"16403396847.60"
"133128933266430ba87c00abddbff7b2",1267,265.28,"9127097134.03"
"133267d384284f719c0c61ec650f42a4",660,281.47,"6180920630.56"
"133317807eaa4da79b0b44aa3b27bc64",1041,217.85,"4102690010.51"
"1333c148d3c0453ab594a3d4dcb4ceba",617,168.94,"3246518410.88"
"13379da95c374601b5d6002e0e19f14e",1244,312.46,"16491383958.01"
"1338dede1d3a4b25b71b3eceda516dd3",278,73.91,"222436494.06"
"1339eb45d41a45b9854e4dfb4bb82906",1761,457.51,"116824246955.41"
"133c1df4f99842c4a2d3afc26fc050ad",1183,307.22,"9295996926.56"
"133d0ce3cb494013950f3ef0bf0c33d0",711,219.34,"6392069398.73"
"1340fe63a2ab4aeeae081930c9023d02",434,141.33,"639556064.99"
"13417ef7d47f4c3c87805805d799fa78",250,76.90,"57343945.69"
"1341a6fb51c94dc982e06f9c06b0e2f2",1062,231.15,"3147203393.34"
"1341bd4c5e6842d9a3a53114b1addbac",1369,337.51,"17498965193.47"
"13423ee5178140c08c07c70d6430db50",1286,389.94,"18750187727.14"
"13437703fbca4c758078b32506bd7903",1003,243.39,"4536032639.51"
"13453747eb9248f7820d3a566fa8fe71",975,282.57,"3183181953.78"
"1347ef54cee94b7e9386196f3ebfbd86",295,117.98,"801752760.25"
"13483b2ca1ca4bdcb2443b56cd89b68b",531,162.47,"4733021886.97"
"1348c22b4add4d909d9d35c982542e32",658,171.37,"2228848858.06"
"1348ebe239c24a3f9eb512e9e3af123d",628,271.30,"5866581254.55"
"1348f1d6676f40718935f0ecdf957692",462,218.99,"2170297740.07"
"134d9cb69699470f89a8b771e96a59bf",962,344.83,"17772853663.95"
"134f5caf914e41fdb4e5914db57509c6",1120,304.31,"18687712970.07"
"13523906663942faa64d6423ad6ebc56",765,246.81,"2537857432.50"
"1353d89ae58743f680d0129c460561e8",861,228.31,"6563868313.22"
"1354b6ca260449c8ab5df378569a18fb",871,237.17,"5606277411.33"
"13571926f52845a692d230458958a9a5",1724,403.11,"41353562982.33"
"135b4eac88b14e82b008b1d13bb1a719",780,191.04,"4697348636.16"
"135bd7174ed44f748e977091cc7851b0",948,243.44,"9983498245.03"
"135dda173e644e3999f01e38cd1a127d",658,115.85,"1279636060.27"
"135e9711353f421a8098ef1653ebe345",1027,183.50,"12224072974.42"
"135eb69f457c4512ad7845d1a3af5f6a",35,35.43,"103616493.78"
"135f47f818884a6fa27280e0df00072f",1015,231.02,"8983071771.61"
"13603155cea44fcc8bc8f79466b76299",488,151.37,"829081189.10"
"136341466a4e446eb98a4afa0b1bfa3e",1458,378.69,"21988857544.34"
"13637ff1fa714be180e251f66fd120c8",791,193.92,"3965143128.22"
"1366655d995d425ab97905b92c68a458",1626,430.53,"38381452122.14"
"1367a38abf0843e1b17bc5c13514a1f3",1214,333.05,"15764907057.84"
"13688c488fda4869a499bf018b9ebc24",1054,248.84,"10563236401.86"
"136972d54d3741e38bf626cd338ff5cf",1015,293.56,"8541445679.71"
"136a1b033dee411e9a44eb61a38f49cd",458,107.28,"378270490.93"
"136bf1d88598488fa8301f1de2200e32",1257,370.21,"12948706436.26"
"1372c6068fa8419586c9bfe69f75784b",773,216.53,"4850859520.01"
"13730c1009fc44c58fd27828a593fd9a",171,106.22,"763246308.35"
"137419fbc619425381cbe746dd6a1f11",422,110.11,"1374001139.82"
"1375f595397749bb9c6d0e27f7b3dfbe",346,107.28,"1246608775.22"
"13774b0a75384c69a7107e0ef71f1b0a",804,331.42,"7513489490.21"
"1379ddc753be477f841a64dd51a19d09",1596,364.19,"21612418831.77"
"137a493ae13544e5abdd3aa0b29b6eaa",1599,382.29,"32477687179.63"
"137f953442b84222b7fb3af18868be64",814,260.81,"5867875473.69"
"138057fd555b4e0691ac16ee9cc72744",439,120.28,"555884346.11"
"1381b878b11e4016ae2c4770c06f0dc5",481,145.66,"477705796.78"
"1383f3b8b5cd4404b9f62481696e21f6",1472,417.14,"31971665122.26"
"138588747be0494f83cb2ff2ee66ccef",525,225.58,"8395090016.41"
"13869af4892b46b59470e8441f7c7ee1",1392,372.79,"46042325929.36"
"1386c188ee9b468f91046bc038381e79",99,41.01,"117742302.97"
"1389f8ce9ba34cffb87ab8d905fcdbe7",287,121.38,"635748250.17"
"1389f9888f91494685c5a8b941b2bc98",902,145.52,"3018449727.97"
"138a635248f74035bbcb6404112fa003",395,102.51,"419640425.90"
"138c77e36f54435cbfe275a5a69b627f",578,208.18,"2973563165.12"
"13909d7bd2bb47d5be38a6b584baab25",1122,246.90,"7158751033.02"
"1391b2364b7e48f491bc6c49fabe3ac0",339,119.12,"1561743233.60"
"1392c595817e430fae69bae71761b616",695,259.98,"5865408242.82"
"13935554ffd348e3b2df0c8f1ddebd05",715,161.56,"2195406468.24"
"139454d303c3435589ab2dd37ee77fb2",1399,406.03,"15793799649.97"
"1399bfe20d8c4b4fab46e367b0dcca8b",1441,286.06,"57985879802.39"
"139c803be4974b6eaff6025ad6cb8272",1292,360.58,"23460085524.59"
"139cdefd74864c61bdd8db7341bb9155",254,146.83,"925328652.14"
"139d2cb03b304ec89c186b697cb0d131",1065,366.80,"14537889654.30"
"139d31fc1bbe4a52a41d1b692791113e",1550,432.20,"52242043983.27"
"139f651dcac04c74966a95fab131c3e8",747,197.61,"2577390710.94"
"13a1c3284e3e41e195229ddbf24cedea",202,63.47,"78422494.75"
"13a36640ba9a47a8a22b216f0666faf5",1211,353.16,"14465723183.15"
"13a4ef77c0254ce889c8f907182ab79a",622,153.85,"895243255.56"
"13a55ff09a3e427198189915a4174216",1208,351.78,"15784863854.11"
"13a5f9dee9104090a1c1c83ab63ce05f",514,210.63,"2646066690.39"
"13a8138e5e3847afaf956bb62712440d",1442,406.27,"26606841853.65"
"13aae52566fd41d3aa8969a02bf51c83",575,193.10,"3967245471.45"
"13ae5fb8a027414585a19b149afe903b",497,179.02,"3427006280.91"
"13b1d161d7d3463282967df70301245c",262,128.98,"548762459.04"
"13bbc0975dee4cd79b4cbb4c830bb219",35,54.32,"254890060.52"
"13c1e2b9833d4c00baad87c1dd83ea5a",611,174.59,"2148548677.01"
"13c380f1f4c64f568170eaf319664b88",1657,417.16,"41279572039.32"
"13c384f5cf5c4fa6b8a0497474998866",522,143.59,"1878629564.25"
"13c6233a25cf43f5baf398b16ada56b1",619,199.96,"2299313592.90"
"13c70b26e7f54c4d8f47d290c404ebc2",953,233.16,"3501325991.65"
"13c963e5c6dd4486810c28b5b29f39f7",920,179.00,"3995235930.50"
"13ca699bf6c241f990d2d32c4f9aec3c",412,173.49,"2653779998.16"
"13cc36987afa425691bab4eea5b30daf",1000,295.18,"16919240081.62"
"13ce2a6894df4d0ab35f36661d747c1e",1002,306.38,"7389268351.29"
"13cf8ae99540429cb1c1001a6b724f95",1236,312.01,"13679462699.29"
"13cfc717b46a42529bca158aa8d436b9",459,194.09,"1472345773.01"
"13d38dc3ed9d4e1aae5251241252af5a",1344,369.58,"16318831752.48"
"13d3e89f977d407e9aaaffe056c5ca73",1449,394.44,"35637320101.72"
"13d54df7982a402393cde1e642bb439a",524,146.83,"2348777528.85"
"13d9579d66864681b4ea435b5d23aec2",1721,331.60,"42679920837.92"
"13daf8ad34e8449a8b8ca2b4d567b528",725,214.86,"9227245642.54"
"13db53acbb904c7ab9ee453930316dfd",447,141.08,"1079667801.28"
"13dbac5d4d3a49b6a896ecd91e185f11",662,167.01,"1080760161.39"
"13dd359dc3804efaadc23b6975daabbf",545,187.20,"3537157582.99"
"13e5270f884b47949bf865ea420b81a4",861,320.86,"12660782128.00"
"13e5309dea0244838d1491d36064d27b",353,141.31,"1084759204.20"
"13e6d785c257476d8fbc52011386f5f4",340,174.90,"3134666712.53"
"13ecd4de4c9c452283bf745f4510d486",340,110.46,"363109329.11"
"13edd606613845389b70e921742d2b0b",1124,344.72,"21709016663.37"
"13ee0438055a48818be32d0c39a8b545",1272,335.32,"10995088031.07"
"13efc596ba8148ec95d5b0c2f0a0a6bc",928,309.98,"7284959490.20"
"13efe49d07f34d5d97ebdea37e397260",1288,391.23,"19472717144.33"
"13f27e2225f240bfa7bee1ab2f111399",1135,371.71,"8849167269.54"
"13f4ba62995247aab3bb9c2c96e72f45",922,231.86,"5011859041.00"
"13f51d5f542541e7ac904db54892124c",801,323.49,"4939725785.53"
"13f57e7f5b954909b4c958decbff469c",656,231.86,"3776553228.97"
"13f5ea3e5bd74c7c817e58444cc7463e",32,24.02,"1944710.67"
"13f743435f5149299d4d6a0a7342a5cb",1566,442.24,"54291852860.44"
"13f7cd9278e746b184c0dfed13e051cf",1121,352.67,"14031385120.45"
"13f8337c2f6a46a78bd8db1a7c931b8a",1266,418.14,"29319155021.72"
"13f97181849d49f692cd78f7a789b662",1162,338.09,"14899739535.47"
"13fa886bd8fe43378826a02b4ea98ef1",1604,337.10,"27934309242.31"
"13facb54d06f4fa490d1974c4199967a",672,181.21,"5523361479.49"
"13fbc2b608d44635afe46d58af738ff1",673,165.24,"3168126545.83"
"13fd69380b3b4aa5a8b4cff699e81db9",955,250.24,"9520012733.53"
"13fec344fc18499bb708d757adee14ab",1604,324.66,"24023303278.65"
"14011bb34c08484c9d3d981c7d01432e",831,208.16,"6937251505.22"
"1402e0db1f044caf968bbe5258155223",39,24.93,"2548440.66"
"140760e263bd460fb02e258a70d99831",1723,441.31,"54764889086.04"
"14088494724d4d3fb0a849e9569d5da3",688,245.95,"9206526373.61"
"140bb597bc33483e8b951c577b37f350",726,166.78,"4501036660.14"
"1412be79d8f34bc7b1c12bba6593e3de",981,292.44,"8433869395.25"
"1415f5e76a2b439ba0c04163adfd04f0",595,191.17,"3912475292.55"
"141afd1aee20480a9796894a260f96d0",1031,269.43,"7734502799.61"
"142063d281f3478098ff6b662c3f06ca",954,269.54,"5651956840.48"
"1420fc6db19f4287a02c078c8c6a2825",1247,268.12,"10751058270.15"
"14229d3dcb1c4a82beab51c817b1a9ed",711,247.20,"10125254648.42"
"1422e19358dd4f55982083046e8718a0",1347,334.11,"23599345220.46"
"14246843f4884405acf7d7f2b8033308",721,235.35,"3385074435.42"
"14273e9a973e48a69b6511292c1fedee",357,150.25,"1451336318.30"
"142bd33efb804a6c913cd916afb0743f",1653,439.53,"36387985706.26"
"142c37e9980348e7b2e371a9baa70cd2",442,134.78,"941484141.05"
"142e03b8d0fc46c898488642aefbc772",1356,356.31,"12708376925.58"
"142eae3919d941ee966709491daf2e02",896,231.22,"6431830653.08"
"1430a55492ef4c0eb63604fb9dab21ca",267,110.40,"773451447.29"
"1431e1d938e54843ba43260119187e09",565,200.21,"4805481143.66"
"1434fffa1bb2437bae81778d380aa876",311,95.32,"326112315.97"
"1437bf87aa7d4db69c9b48626bf97f9b",422,155.76,"531071018.63"
"14394762eed24ee0b1413008deaa5375",633,144.20,"1374116516.45"
"143a007a86a3485b831661169bb2809c",1238,316.86,"1063027921.84"
"143c132c2761453a86a2e5683427763a",1496,431.65,"35861095030.88"
"143cb5fbf28d4cec8c87a121694e082d",713,262.11,"7909353319.77"
"143d0de0421f41eda4a9ef7f757492f6",170,112.15,"662775242.77"
"143df1a08b61426eba0c6581c44e9dfc",1359,384.46,"22169775342.32"
"143f24e395c44096aac678fde491b452",631,239.95,"2328077281.74"
"14409c33c51a4c74bae59ba78b71c908",1309,321.78,"22501274452.95"
"1444820126e54aa7bfe8a6d2af92beee",477,116.24,"4584804614.45"
"1445230ef0de4bffbeed76354269bf1d",1761,458.55,"76257687604.69"
"1447206553d44aa994ec8bc32d57803e",686,158.57,"3559989934.55"
"1447df207c834fda8d6431269d252b15",292,127.74,"858977965.26"
"144a421571d04b638928e947f21e1ca7",444,181.82,"3764291418.71"
"144a6dfa97eb4d82b55cd3b2a2d61f04",1650,433.57,"53620045358.27"
"144c9978a0d549fc952565a2c43bf62b",291,121.84,"704277846.84"
"1450208215e74438af98477aa8ee00f2",1267,362.42,"19582943387.30"
"14516bc6484f43eeb1fb14c8a4fe7dd8",894,340.02,"13698228435.68"
"1452b0dd2b0c4f53aab809851fc411d1",1060,221.34,"16032754782.62"
"14539fb96dba418b984def9ff7092cba",902,362.55,"11265570398.88"
"14552d0d4cb949b59d4f7d1875b0ad94",1039,328.71,"18421007392.51"
"14572e39eeb148e4a20215de88112812",1500,378.65,"29368052993.16"
"14595251b8dc4585b5545adc4702aea9",336,138.12,"972943585.45"
"145a5c93cc0543849e65a92156e8b6f5",1188,199.37,"13057030164.42"
"145acd783b1441d3811ae6ff0ed43ca0",1210,333.90,"10003757804.24"
"145aee6f41c14307bf48c87053ff1fda",777,144.03,"2651062759.64"
"145af2f1196e4ed0912102d7ca9bfb82",262,73.25,"212206437.54"
"145ba39b5ed24a0492592ca0f0c522ff",243,88.65,"518410575.29"
"145c812623ea498b911778ce1874f2e1",843,330.07,"8380761485.88"
"145e9c4903f44fb5b38b7a89f7ec1170",504,209.02,"3483045170.09"
"145eb027ad244cb6b94819ef01fbd7c3",1222,335.14,"18430390991.41"
"145f839855ba44308e634458aa6a8ff6",932,378.24,"14623442895.81"
"14606faf6f434093831466a9ee7ef765",472,199.96,"1463579781.84"
"1460c760829b4a3c8db7ebf19d724113",1093,348.75,"74236956987.20"
"14617097eaa74b25bd350e7305203092",155,75.17,"264218608.35"
"1462bdc9629543a09ca6007af1fb0bc1",1127,258.92,"11846764869.53"
"14651b12057f4088b58d859090de4757",915,341.06,"14862064747.31"
"1466dfb6175643d3a11abd9b7a6730b6",1567,372.34,"40924095595.97"
"1467d11081d74e04bd2dc3301583cde1",1248,126.32,"18525851410.81"
"14693f424b7d430b8a37005c3f3ffa90",1314,360.52,"28481330498.18"
"146abd2f4fb84c5c81c7bd173d4d75c3",792,273.61,"6780214544.57"
"146bae38ab4146e29d25fecd2e5f7038",37,24.63,"2551771.79"
"146c9a1f285741bc8b778cceba716b9d",286,97.60,"138362223.04"
"146c9e7ba68f46c2b2c0555250139ee4",662,210.41,"1939791130.80"
"146fb54f4dc34ec0914ab48c2fe69140",949,283.05,"6417085081.55"
"1473803fb20d4e258e8e7d4602a1c1b7",1008,241.48,"4418266126.32"
"14784a402dcd47abaa89a931d528d0b9",1042,263.42,"3728392953.11"
"14808eeb717e439e9f9e97412c4966c1",1283,369.75,"24919901484.06"
"148214800c894ce19c00b3575087863f",748,300.04,"9215408321.07"
"14875c8eb1b040d8bb4f3c05b027c3bf",1514,421.32,"44785100108.99"
"148e4da49d0b4112960f4407e6db8478",674,193.60,"2381243497.44"
"148ec252bfdb48139a23d0ea6b13f20c",335,92.80,"393319754.94"
"148f885a31cd45cfaa1a6d66590cd4ec",301,146.85,"1092278043.61"
"1492e7cedc134e5db289adba451169df",246,55.14,"136983630.82"
"1493a20624a64092ade333a6d9097e7e",472,202.74,"4919289818.44"
"1496d7dfd98641ae97a70d0fb3083a4a",315,57.28,"212706551.57"
"14976e6023c44ed694ead5a3b155447e",1032,286.35,"12336440339.61"
"1498bdfd2b874cfbae61b94527755d61",279,87.45,"342549684.02"
"14999ad2b5be4c1bb2e08346103c50e0",1434,373.08,"22432204970.70"
"149db27b3ec746a3903123c73f826aeb",907,287.65,"9186063459.27"
"149e638d769b40259c17d088d9f9086e",1086,283.63,"7012406847.15"
"149fbae1c16d4011a5145a139b866efa",296,104.98,"1796645040.21"
"14a0be58b2724c2ab2a4c9265137885c",1556,221.20,"71456321724.20"
"14a6a603042c4932bd290bcd596257c7",651,219.38,"125247354.71"
"14a746a6fe784a1a8f55db365ae1c1c7",1449,438.25,"30859339627.17"
"14a91d2750cc4522a96c7def55e688dc",626,225.27,"3542799141.65"
"14adfefe5a43475bbc657a7a50219c0f",1198,305.73,"13084010959.63"
"14aedabd15284c76b81eee5c66e8c9f0",1751,431.45,"69822107546.68"
"14b1b3fb7fc54d8e925597d114680ec2",539,115.80,"547113071.94"
"14b458e113744981ab218bd942449ef7",1088,227.36,"7132448123.54"
"14b48a6c34cd40568f296b53233c9ffd",107,54.04,"55740801.92"
"14bc3d51ea324904b8cdad5d7ca903a0",812,181.70,"3535368579.60"
"14bc408b1e2e41b09530e796e276f95b",732,189.57,"3196254947.73"
"14bfd4895ac54b7fbbc9a4a003714ef5",188,76.71,"307164755.52"
"14c489919a21438ea322f4ea9bdc262d",776,205.30,"4343103411.09"
"14c4c51575c94f41adff06c4145d7642",1494,402.08,"31056944748.62"
"14c6e6870d1444659f09cb467bb7ce1d",555,246.33,"2332398456.04"
"14c717269dab4680b772855429392bda",83,51.94,"225457072.95"
"14c79a3af5cb48bfb7287f44982f13b1",1255,385.30,"30954164249.56"
"14cb72c561964420af784d27584e4ca7",1485,373.35,"17023017072.79"
"14cf1cb4d55b42138f48d4722fe35c43",1022,342.90,"27156768047.67"
"14d2e44c8d3949f791df1d834c267821",796,270.60,"5651340362.38"
"14d490e6a9b94905ab87541790b21755",899,241.53,"9180081934.80"
"14d77230494845c488394f75256edb1b",586,142.89,"1396891180.72"
"14d9983cbc4f411e94953c91cd8706d4",872,221.44,"7539784098.58"
"14de1acefceb4034a6d7d5b5cd4b098a",1425,381.29,"21830320168.14"
"14e0b445aa5346a0a6ca486fc16ca4f1",572,246.81,"12157686837.29"
"14e3b057b3364f00a1884a96efd85831",1014,279.67,"6847136977.10"
"14e4f019de5749c584a6d0d30de839c0",1605,385.98,"50121438547.95"
"14e823ef3cb54e648369839851e8e40b",433,120.85,"874186132.68"
"14e904fef6bb40a382991212919319bd",307,130.25,"1191370340.00"
"14e9a7a25e844e84809bfde4d532d45b",1072,283.48,"13131370412.82"
"14ecbc178d6b492c8b036128af8b73d6",407,107.13,"756533105.75"
"14ef264c90844b72ac45aaf43cf1ea7b",626,202.89,"2794335603.15"
"14f07c78a3fa43589fb7713197236f1a",1202,303.24,"9271739637.17"
"14f3f9675d0f4b9881f2d179492208f9",508,151.32,"1698940044.90"
"14f409b1710c40ff98061f2c911a02f4",818,252.37,"5480693814.50"
"14f7b6d229de4d248276203bed961fd1",251,70.80,"223752729.57"
"14f7bdded5d44e3a83a1e47801fedb05",902,234.59,"12937588560.48"
"14f8e04c83ec400cbf7f8818aee1558a",1022,247.66,"7630832642.45"
"14fc22531af545cf918eec7b30527272",1446,370.89,"14661481900.54"
"14fd8f42cc2b4203ab5902208ae580ce",602,187.61,"1670967780.63"
"14fec957c72b47d99b1c430e5055ee96",1186,276.08,"9325001903.67"
"14ffb9a1e2af4df5bf19769b86841a7e",1011,312.25,"12532188737.30"
"14fff5b11f544504b7c96f00210c7346",456,158.50,"1739520000.52"
"15005e04f51048fa82814fbcf91ff752",27,42.27,"42077508.10"
"1500d5e136b9410781a170720b029657",681,173.85,"3802872306.82"
"1501176814ec4a97808f739e0100fc25",1297,387.48,"20620681407.06"
"1502962a3a2e40bdb4250f4e83cbcd6f",1131,248.25,"12853238026.24"
"15061a25d9df460e99c5911b3ceb6356",1761,473.00,"166632292523.12"
"15065642035d46ca9eb82f7e7cd6adbf",128,45.04,"20608777.64"
"15079fe223a640f995f778a319960b25",53,21.85,"8087611.71"
"1508ae91c2624a4eab1c0b23790203e5",1298,393.69,"25842565153.20"
"1509dfd9bfbf4f5fb4c5c6e46fe8796e",1320,312.20,"38782598750.30"
"150cc659a6e24e8cb2d60fa884dc5a1a",1360,348.38,"18123400766.84"
"150d715e359f4415b77018c120c5fa60",978,269.11,"6741227239.33"
"150f2460d20d4b19a665ffaa0090cee7",238,77.23,"246030526.26"
"15101e25c47d472da13c8acff3221ec7",1244,364.65,"16793857199.27"
"1514884da38748c084b0c0d5476498e1",781,132.73,"2382648751.79"
"1515f73a5267421786a9ff425c9ffd1e",1314,319.27,"14263707866.13"
"15174daa76f84721ad1b1ee987381345",1213,256.08,"13634260179.64"
"1517e2a2698b40cbaf3c90afe9482462",615,138.52,"1061229391.59"
"151a89fdd9874a53a1aa15868a565975",1345,313.14,"3480360444.23"
"151affa54720466cbde5f5dc2066d4f3",1058,240.28,"6832192074.58"
"151e71de02af451f8d3501f46a95e5e8",409,132.81,"1012045529.56"
"151eae3026354162be1dcec2ac58c3e7",1591,410.79,"71817672938.66"
"1522a784c1ac4c28a471bcac8e747d51",1625,345.34,"8738564501.83"
"1523903db4a5437196a2fbb91a243773",1556,347.63,"30567339219.30"
"1524bb6899d04eb8a7a4e0d195e5d9f7",1095,308.04,"14048463694.56"
"1524dc35757c486c988d972c257916ca",737,263.54,"4031895899.59"
"1525c4bc036c4ccdaa7622f60a8d96b2",659,198.51,"2332776295.86"
"1527b92dd901455d8e935ce625863a72",852,216.49,"6793658150.63"
"1529a9780c9a42eea4ed4cb8b1803f01",516,151.61,"974108582.58"
"152cdc81964844bfaf4d69a500a49d05",471,99.18,"207392448.39"
"152d92da7aa94658969775a5b83099e4",912,230.33,"5817721906.10"
"15310d4eed9f4ab8a2b3bbe6f3e0833b",1340,314.77,"12221979124.43"
"1532bddd9b7b4e7db29ff118a2e05b9d",147,61.98,"129475466.66"
"1536dd99aee449af9278093364533246",549,167.62,"1267600686.36"
"1537e6ab9d9849559b3769f72442a678",1361,343.23,"22725439713.36"
"153b7b859d4c42928375b89faee43d75",971,213.10,"3655010047.61"
"153e55de4675405eafc2ec849281304e",965,373.90,"20843242870.25"
"15445dcc86f4412b886ca09cada74c66",1195,292.88,"13146795754.15"
"15457c286bbb47cea5670f1cc873fa88",1294,371.09,"21799572146.83"
"154618b7a0d841439314f28bc56deeaf",1295,354.76,"20733867964.95"
"154b08599b1c4bcda34a63d114de71b0",1390,393.61,"17889492817.08"
"154fdf71dd194f9cb20660adc4c480e1",1498,325.95,"9836952575.25"
"15508a8c6c2848678c0919fd44967b95",386,152.12,"1719062480.71"
"1551831d644b424dbd6e3ba477466cdc",1481,341.53,"28352602801.20"
